Marca temporal,ID,Tipo de punto,Numero,Clasificacion,ClasificacionNum,TipoResiduo,Cantidad,CantidadNum,¿Se realiza recolección en el momento?,Calidad (grupos)
01/04/2020 01:45:59 p.m.,PV11,Punto Verde,11,Buena,1.00,Papel,Medio,2.00,Sí,Buena
01/04/2020 01:45:59 p.m.,PV11,Punto Verde,11,Buena,1.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Buena
01/04/2020 01:45:59 p.m.,PV11,Punto Verde,11,Buena,1.00,Plástico,Medio,2.00,Sí,Buena
01/04/2020 01:46:19 p.m.,PV7,Punto Verde,7,Buena,1.00,Papel,Alto,3.00,Sí,Buena
01/04/2020 01:46:19 p.m.,PV7,Punto Verde,7,Buena,1.00,"Vidrio, Metal, Tetra",Alto,3.00,Sí,Buena
01/04/2020 01:46:19 p.m.,PV7,Punto Verde,7,Buena,1.00,Plástico,Alto,3.00,Sí,Buena
01/04/2020 01:46:42 p.m.,PV3,Punto Verde,3,Buena,1.00,Papel,Alto,3.00,Sí,Buena
01/04/2020 01:46:42 p.m.,PV3,Punto Verde,3,Buena,1.00,"Vidrio, Metal, Tetra",Alto,3.00,Sí,Buena
01/04/2020 01:46:42 p.m.,PV3,Punto Verde,3,Buena,1.00,Plástico,Alto,3.00,Sí,Buena
01/04/2020 01:50:00 p.m.,PV8,Punto Verde,8,Buena,1.00,Papel,Medio,2.00,Sí,Buena
01/04/2020 01:50:00 p.m.,PV8,Punto Verde,8,Buena,1.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Buena
01/04/2020 01:50:00 p.m.,PV8,Punto Verde,8,Buena,1.00,Plástico,Medio,2.00,Sí,Buena
01/04/2020 02:59:12 p.m.,PV12,Punto Verde,12,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
01/04/2020 02:59:12 p.m.,PV12,Punto Verde,12,Regular,2.00,Papel,Medio,2.00,Sí,Regular
01/04/2020 02:59:12 p.m.,PV12,Punto Verde,12,Regular,2.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Regular
01/04/2020 03:00:07 p.m.,PV13,Punto Verde,13,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
01/04/2020 03:00:07 p.m.,PV13,Punto Verde,13,Regular,2.00,Papel,Medio,2.00,Sí,Regular
01/04/2020 03:00:07 p.m.,PV13,Punto Verde,13,Regular,2.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Regular
01/04/2020 09:20:17 a.m.,PV18,Punto Verde,18,Regular,2.00,Papel,Medio,2.00,Sí,Regular
01/04/2020 09:20:17 a.m.,PV18,Punto Verde,18,Regular,2.00,"Vidrio, Metal, Tetra",Bajo,1.00,Sí,Regular
01/04/2020 09:20:17 a.m.,PV18,Punto Verde,18,Regular,2.00,Plástico,Bajo,1.00,Sí,Regular
01/04/2020 09:20:59 a.m.,PV27,Punto Verde,27,Regular,2.00,Papel,Medio,2.00,Sí,Regular
01/04/2020 09:20:59 a.m.,PV27,Punto Verde,27,Regular,2.00,"Vidrio, Metal, Tetra",Bajo,1.00,Sí,Regular
01/04/2020 09:20:59 a.m.,PV27,Punto Verde,27,Regular,2.00,Plástico,Bajo,1.00,Sí,Regular
01/04/2020 09:21:20 a.m.,PV25,Punto Verde,25,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
01/04/2020 09:21:20 a.m.,PV25,Punto Verde,25,Regular,2.00,Papel,Bajo,1.00,Sí,Regular
01/04/2020 09:21:20 a.m.,PV25,Punto Verde,25,Regular,2.00,"Vidrio, Metal, Tetra",Bajo,1.00,Sí,Regular
01/04/2020 09:21:41 a.m.,PV28,Punto Verde,28,Buena,1.00,Papel,Medio,2.00,Sí,Buena
01/04/2020 09:21:41 a.m.,PV28,Punto Verde,28,Buena,1.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Buena
01/04/2020 09:21:41 a.m.,PV28,Punto Verde,28,Buena,1.00,Plástico,Medio,2.00,Sí,Buena
01/04/2020 09:22:28 a.m.,PV29,Punto Verde,29,Regular,2.00,Papel,Medio,2.00,Sí,Regular
01/04/2020 09:22:28 a.m.,PV29,Punto Verde,29,Regular,2.00,"Vidrio, Metal, Tetra",Bajo,1.00,Sí,Regular
01/04/2020 09:22:28 a.m.,PV29,Punto Verde,29,Regular,2.00,Plástico,Bajo,1.00,Sí,Regular
01/04/2020 09:22:48 a.m.,PV24,Punto Verde,24,Regular,2.00,Papel,Bajo,1.00,Sí,Regular
01/04/2020 09:22:48 a.m.,PV24,Punto Verde,24,Regular,2.00,"Vidrio, Metal, Tetra",Bajo,1.00,Sí,Regular
01/04/2020 09:22:48 a.m.,PV24,Punto Verde,24,Regular,2.00,Plástico,Bajo,1.00,Sí,Regular
01/04/2020 09:25:44 a.m.,PV32,Punto Verde,32,Regular,2.00,Papel,Bajo,1.00,Sí,Regular
01/04/2020 09:25:44 a.m.,PV32,Punto Verde,32,Regular,2.00,"Vidrio, Metal, Tetra",Bajo,1.00,Sí,Regular
01/04/2020 09:25:44 a.m.,PV32,Punto Verde,32,Regular,2.00,Plástico,Bajo,1.00,Sí,Regular
01/04/2020 09:27:25 a.m.,PV33,Punto Verde,33,Buena,1.00,Papel,Medio,2.00,Sí,Buena
01/04/2020 09:27:25 a.m.,PV33,Punto Verde,33,Buena,1.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Buena
01/04/2020 09:27:25 a.m.,PV33,Punto Verde,33,Buena,1.00,Plástico,Medio,2.00,Sí,Buena
01/04/2020 09:29:00 a.m.,PV34,Punto Verde,34,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
01/04/2020 09:29:00 a.m.,PV34,Punto Verde,34,Regular,2.00,Papel,Medio,2.00,Sí,Regular
01/04/2020 09:29:00 a.m.,PV34,Punto Verde,34,Regular,2.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Regular
01/04/2020 09:29:53 a.m.,PV35,Punto Verde,35,Buena,1.00,Plástico,Bajo,1.00,Sí,Buena
01/04/2020 09:29:53 a.m.,PV35,Punto Verde,35,Buena,1.00,Papel,Medio,2.00,Sí,Buena
01/04/2020 09:29:53 a.m.,PV35,Punto Verde,35,Buena,1.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Buena
01/04/2020 09:32:15 a.m.,PV38,Punto Verde,38,Buena,1.00,Papel,Medio,2.00,Sí,Buena
01/04/2020 09:32:15 a.m.,PV38,Punto Verde,38,Buena,1.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Buena
01/04/2020 09:32:15 a.m.,PV38,Punto Verde,38,Buena,1.00,Plástico,Medio,2.00,Sí,Buena
01/04/2020 09:32:42 a.m.,PV36,Punto Verde,36,Buena,1.00,Papel,Medio,2.00,Sí,Buena
01/04/2020 09:32:42 a.m.,PV36,Punto Verde,36,Buena,1.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Buena
01/04/2020 09:32:42 a.m.,PV36,Punto Verde,36,Buena,1.00,Plástico,Medio,2.00,Sí,Buena
01/04/2020 09:56:18 a.m.,PV21,Punto Verde,21,Regular,2.00,Papel,Medio,2.00,Sí,Regular
01/04/2020 09:56:18 a.m.,PV21,Punto Verde,21,Regular,2.00,"Vidrio, Metal, Tetra",Bajo,1.00,Sí,Regular
01/04/2020 09:56:18 a.m.,PV21,Punto Verde,21,Regular,2.00,Plástico,Bajo,1.00,Sí,Regular
01/04/2020 09:56:44 a.m.,PV20,Punto Verde,20,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
01/04/2020 09:56:44 a.m.,PV20,Punto Verde,20,Regular,2.00,Papel,Medio,2.00,Sí,Regular
01/04/2020 09:56:44 a.m.,PV20,Punto Verde,20,Regular,2.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Regular
01/04/2020 09:57:43 a.m.,PV23,Punto Verde,23,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
01/04/2020 09:57:43 a.m.,PV23,Punto Verde,23,Regular,2.00,Papel,Medio,2.00,Sí,Regular
01/04/2020 09:57:43 a.m.,PV23,Punto Verde,23,Regular,2.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Regular
08/04/2020 10:36:15 a.m.,PV13,Punto Verde,13,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
08/04/2020 10:36:15 a.m.,PV13,Punto Verde,13,Regular,2.00,Papel,Medio,2.00,Sí,Regular
08/04/2020 10:36:15 a.m.,PV13,Punto Verde,13,Regular,2.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Regular
08/04/2020 10:38:54 a.m.,PV18,Punto Verde,18,Regular,2.00,Papel,Medio,2.00,Sí,Regular
08/04/2020 10:38:54 a.m.,PV18,Punto Verde,18,Regular,2.00,"Vidrio, Metal, Tetra",Bajo,1.00,Sí,Regular
08/04/2020 10:38:54 a.m.,PV18,Punto Verde,18,Regular,2.00,Plástico,Bajo,1.00,Sí,Regular
08/04/2020 10:40:22 a.m.,PV25,Punto Verde,25,Regular,2.00,Papel,Bajo,1.00,Sí,Regular
08/04/2020 10:40:22 a.m.,PV25,Punto Verde,25,Regular,2.00,"Vidrio, Metal, Tetra",Bajo,1.00,Sí,Regular
08/04/2020 10:40:22 a.m.,PV25,Punto Verde,25,Regular,2.00,Plástico,Bajo,1.00,Sí,Regular
08/04/2020 10:40:38 a.m.,PV28,Punto Verde,28,Mala,3.00,Papel,Bajo,1.00,Sí,Mala
08/04/2020 10:40:38 a.m.,PV28,Punto Verde,28,Mala,3.00,"Vidrio, Metal, Tetra",Bajo,1.00,Sí,Mala
08/04/2020 10:40:38 a.m.,PV28,Punto Verde,28,Mala,3.00,Plástico,Bajo,1.00,Sí,Mala
08/04/2020 10:41:08 a.m.,PV27,Punto Verde,27,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
08/04/2020 10:41:08 a.m.,PV27,Punto Verde,27,Regular,2.00,Papel,Medio,2.00,Sí,Regular
08/04/2020 10:41:08 a.m.,PV27,Punto Verde,27,Regular,2.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Regular
08/04/2020 10:41:38 a.m.,PV29,Punto Verde,29,Regular,2.00,Papel,Medio,2.00,Sí,Regular
08/04/2020 10:41:38 a.m.,PV29,Punto Verde,29,Regular,2.00,"Vidrio, Metal, Tetra",Bajo,1.00,Sí,Regular
08/04/2020 10:41:38 a.m.,PV29,Punto Verde,29,Regular,2.00,Plástico,Bajo,1.00,Sí,Regular
08/04/2020 10:42:02 a.m.,PV24,Punto Verde,24,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
08/04/2020 10:42:02 a.m.,PV24,Punto Verde,24,Regular,2.00,Papel,Medio,2.00,Sí,Regular
08/04/2020 10:42:02 a.m.,PV24,Punto Verde,24,Regular,2.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Regular
08/04/2020 10:44:17 a.m.,PV32,Punto Verde,32,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
08/04/2020 10:44:17 a.m.,PV32,Punto Verde,32,Regular,2.00,Papel,Medio,2.00,Sí,Regular
08/04/2020 10:44:17 a.m.,PV32,Punto Verde,32,Regular,2.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Regular
08/04/2020 10:45:29 a.m.,PV33,Punto Verde,33,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
08/04/2020 10:45:29 a.m.,PV33,Punto Verde,33,Regular,2.00,Papel,Medio,2.00,Sí,Regular
08/04/2020 10:45:29 a.m.,PV33,Punto Verde,33,Regular,2.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Regular
08/04/2020 10:47:06 a.m.,PV34,Punto Verde,34,Regular,2.00,Papel,Medio,2.00,Sí,Regular
08/04/2020 10:47:06 a.m.,PV34,Punto Verde,34,Regular,2.00,"Vidrio, Metal, Tetra",Bajo,1.00,Sí,Regular
08/04/2020 10:47:06 a.m.,PV34,Punto Verde,34,Regular,2.00,Plástico,Bajo,1.00,Sí,Regular
08/04/2020 10:47:30 a.m.,PV35,Punto Verde,35,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
08/04/2020 10:47:30 a.m.,PV35,Punto Verde,35,Regular,2.00,Papel,Medio,2.00,Sí,Regular
08/04/2020 10:47:30 a.m.,PV35,Punto Verde,35,Regular,2.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Regular
08/04/2020 10:48:49 a.m.,PV36,Punto Verde,36,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
08/04/2020 10:48:49 a.m.,PV36,Punto Verde,36,Regular,2.00,Papel,Medio,2.00,Sí,Regular
08/04/2020 10:48:49 a.m.,PV36,Punto Verde,36,Regular,2.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Regular
08/04/2020 12:12:09 p.m.,PV21,Punto Verde,21,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
08/04/2020 12:12:09 p.m.,PV21,Punto Verde,21,Regular,2.00,Papel,Medio,2.00,Sí,Regular
08/04/2020 12:12:09 p.m.,PV21,Punto Verde,21,Regular,2.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Regular
08/04/2020 12:12:32 p.m.,PV20,Punto Verde,20,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
08/04/2020 12:12:32 p.m.,PV20,Punto Verde,20,Regular,2.00,Papel,Medio,2.00,Sí,Regular
08/04/2020 12:12:32 p.m.,PV20,Punto Verde,20,Regular,2.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Regular
08/04/2020 12:14:12 p.m.,PV23,Punto Verde,23,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
08/04/2020 12:14:12 p.m.,PV23,Punto Verde,23,Regular,2.00,Papel,Medio,2.00,Sí,Regular
08/04/2020 12:14:12 p.m.,PV23,Punto Verde,23,Regular,2.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Regular
08/04/2020 12:16:58 p.m.,PV11,Punto Verde,11,Buena,1.00,Papel,Medio,2.00,Sí,Buena
08/04/2020 12:16:58 p.m.,PV11,Punto Verde,11,Buena,1.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Buena
08/04/2020 12:16:58 p.m.,PV11,Punto Verde,11,Buena,1.00,Plástico,Medio,2.00,Sí,Buena
08/04/2020 12:17:18 p.m.,PV7,Punto Verde,7,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
08/04/2020 12:17:18 p.m.,PV7,Punto Verde,7,Regular,2.00,Papel,Medio,2.00,Sí,Regular
08/04/2020 12:17:18 p.m.,PV7,Punto Verde,7,Regular,2.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Regular
08/04/2020 12:17:42 p.m.,PV3,Punto Verde,3,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
08/04/2020 12:17:42 p.m.,PV3,Punto Verde,3,Regular,2.00,Papel,Medio,2.00,Sí,Regular
08/04/2020 12:17:42 p.m.,PV3,Punto Verde,3,Regular,2.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Regular
08/04/2020 12:27:45 p.m.,PV1,Punto Verde,1,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
08/04/2020 12:27:45 p.m.,PV1,Punto Verde,1,Regular,2.00,Papel,Medio,2.00,Sí,Regular
08/04/2020 12:27:45 p.m.,PV1,Punto Verde,1,Regular,2.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Regular
08/04/2020 12:30:11 p.m.,PV8,Punto Verde,8,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
08/04/2020 12:30:11 p.m.,PV8,Punto Verde,8,Regular,2.00,Papel,Medio,2.00,Sí,Regular
08/04/2020 12:30:11 p.m.,PV8,Punto Verde,8,Regular,2.00,"Vidrio, Metal, Tetra",Bajo,1.00,Sí,Regular
13/03/2020 08:00:45 a.m.,PV5,Punto Verde,5,Buena,1.00,"Vidrio, Metal, Tetra",Bajo,1.00,Sí,Buena
13/03/2020 08:00:45 a.m.,PV5,Punto Verde,5,Buena,1.00,Plástico,Alto,3.00,Sí,Buena
13/03/2020 08:00:45 a.m.,PV5,Punto Verde,5,Buena,1.00,Papel,Medio,2.00,Sí,Buena
13/03/2020 09:17:39 a.m.,PV4,Punto Verde,4,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
13/03/2020 09:17:39 a.m.,PV4,Punto Verde,4,Regular,2.00,"Vidrio, Metal, Tetra",Bajo,1.00,Sí,Regular
13/03/2020 09:17:39 a.m.,PV4,Punto Verde,4,Regular,2.00,Papel,Alto,3.00,Sí,Regular
13/03/2020 09:19:40 a.m.,PV3,Punto Verde,3,Buena,1.00,"Vidrio, Metal, Tetra",Bajo,1.00,Sí,Buena
13/03/2020 09:19:40 a.m.,PV3,Punto Verde,3,Buena,1.00,Papel,Medio,2.00,Sí,Buena
13/03/2020 09:19:40 a.m.,PV3,Punto Verde,3,Buena,1.00,Plástico,Medio,2.00,Sí,Buena
13/03/2020 09:20:05 a.m.,PV2,Punto Verde,2,Buena,1.00,Papel,Medio,2.00,Sí,Buena
13/03/2020 09:20:05 a.m.,PV2,Punto Verde,2,Buena,1.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Buena
13/03/2020 09:20:05 a.m.,PV2,Punto Verde,2,Buena,1.00,Plástico,Medio,2.00,Sí,Buena
13/05/2020 10:38:38 a.m.,PV18,Punto Verde,18,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
13/05/2020 10:38:38 a.m.,PV18,Punto Verde,18,Regular,2.00,Papel,Medio,2.00,Sí,Regular
13/05/2020 10:38:38 a.m.,PV18,Punto Verde,18,Regular,2.00,"Vidrio, Metal, Tetra",Bajo,1.00,Sí,Regular
13/05/2020 10:39:47 a.m.,PV25,Punto Verde,25,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
13/05/2020 10:39:47 a.m.,PV25,Punto Verde,25,Regular,2.00,Papel,Medio,2.00,Sí,Regular
13/05/2020 10:39:47 a.m.,PV25,Punto Verde,25,Regular,2.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Regular
13/05/2020 10:40:12 a.m.,PV27,Punto Verde,27,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
13/05/2020 10:40:12 a.m.,PV27,Punto Verde,27,Regular,2.00,Papel,Medio,2.00,Sí,Regular
13/05/2020 10:40:12 a.m.,PV27,Punto Verde,27,Regular,2.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Regular
13/05/2020 10:40:28 a.m.,PV28,Punto Verde,28,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
13/05/2020 10:40:28 a.m.,PV28,Punto Verde,28,Regular,2.00,Papel,Medio,2.00,Sí,Regular
13/05/2020 10:40:28 a.m.,PV28,Punto Verde,28,Regular,2.00,"Vidrio, Metal, Tetra",Bajo,1.00,Sí,Regular
13/05/2020 10:40:52 a.m.,PV29,Punto Verde,29,Regular,2.00,Papel,Medio,2.00,Sí,Regular
13/05/2020 10:40:52 a.m.,PV29,Punto Verde,29,Regular,2.00,"Vidrio, Metal, Tetra",Bajo,1.00,Sí,Regular
13/05/2020 10:40:52 a.m.,PV29,Punto Verde,29,Regular,2.00,Plástico,Bajo,1.00,Sí,Regular
13/05/2020 10:41:10 a.m.,PV24,Punto Verde,24,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
13/05/2020 10:41:10 a.m.,PV24,Punto Verde,24,Regular,2.00,Papel,Bajo,1.00,Sí,Regular
13/05/2020 10:41:10 a.m.,PV24,Punto Verde,24,Regular,2.00,"Vidrio, Metal, Tetra",Bajo,1.00,Sí,Regular
13/05/2020 10:43:15 a.m.,PV32,Punto Verde,32,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
13/05/2020 10:43:15 a.m.,PV32,Punto Verde,32,Regular,2.00,Papel,Bajo,1.00,Sí,Regular
13/05/2020 10:43:15 a.m.,PV32,Punto Verde,32,Regular,2.00,"Vidrio, Metal, Tetra",Bajo,1.00,Sí,Regular
13/05/2020 10:44:07 a.m.,PV33,Punto Verde,33,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
13/05/2020 10:44:07 a.m.,PV33,Punto Verde,33,Regular,2.00,Papel,Bajo,1.00,Sí,Regular
13/05/2020 10:44:07 a.m.,PV33,Punto Verde,33,Regular,2.00,"Vidrio, Metal, Tetra",Bajo,1.00,Sí,Regular
13/05/2020 11:32:29 a.m.,PV34,Punto Verde,34,Regular,2.00,Papel,Medio,2.00,Sí,Regular
13/05/2020 11:32:29 a.m.,PV34,Punto Verde,34,Regular,2.00,"Vidrio, Metal, Tetra",Bajo,1.00,Sí,Regular
13/05/2020 11:32:29 a.m.,PV34,Punto Verde,34,Regular,2.00,Plástico,Bajo,1.00,Sí,Regular
13/05/2020 11:32:55 a.m.,PV35,Punto Verde,35,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
13/05/2020 11:32:55 a.m.,PV35,Punto Verde,35,Regular,2.00,Papel,Medio,2.00,Sí,Regular
13/05/2020 11:32:55 a.m.,PV35,Punto Verde,35,Regular,2.00,"Vidrio, Metal, Tetra",Bajo,1.00,Sí,Regular
13/05/2020 11:45:50 a.m.,PV36,Punto Verde,36,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
13/05/2020 11:45:50 a.m.,PV36,Punto Verde,36,Regular,2.00,Papel,Medio,2.00,Sí,Regular
13/05/2020 11:45:50 a.m.,PV36,Punto Verde,36,Regular,2.00,"Vidrio, Metal, Tetra",Medio,2.00,Sí,Regular
15/04/2020 03:13:10 p.m.,PV8,Punto Verde,8,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
15/04/2020 03:13:10 p.m.,PV8,Punto Verde,8,Regular,2.00,Papel,Medio,2.00,Sí,Regular
15/04/2020 03:13:10 p.m.,PV8,Punto Verde,8,Regular,2.00,"Vidrio, Metal, Tetra",Bajo,1.00,Sí,Regular
15/04/2020 10:05:52 a.m.,PV18,Punto Verde,18,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
15/04/2020 10:05:52 a.m.,PV18,Punto Verde,18,Regular,2.00,Papel,Medio,2.00,Sí,Regular
15/04/2020 10:05:52 a.m.,PV18,Punto Verde,18,Regular,2.00,"Vidrio, Metal, Tetra",Bajo,1.00,Sí,Regular
15/04/2020 10:07:25 a.m.,PV25,Punto Verde,25,Regular,2.00,Papel,Medio,2.00,Sí,Regular
15/04/2020 10:07:25 a.m.,PV25,Punto Verde,25,Regular,2.00,"Vidrio, Metal, Tetra",Bajo,1.00,Sí,Regular
15/04/2020 10:07:25 a.m.,PV25,Punto Verde,25,Regular,2.00,Plástico,Bajo,1.00,Sí,Regular
15/04/2020 10:07:47 a.m.,PV28,Punto Verde,28,Regular,2.00,Plástico,Medio,2.00,Sí,Regular
15/04/2020 10:07:47 a.m.,PV28,Punto Verde,28,Regular,2.00,Papel,Medio,2.00,Sí,Regular
